"Dataset","Tissue","Species","Method","LLMBackend","LLMModelID","Replicate","RefinementSelector","RefinementBudgetK","Bin","BinLower","BinUpper","N","Coverage","MeanConfidence","Accuracy","AbsCalibrationError"
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,7,0.6,0.7,1,0.0588235294117647,0.645,0,0.645
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,8,0.7,0.8,8,0.470588235294118,0.751375,0.625,0.126375
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,9,0.8,0.9,4,0.235294117647059,0.8445,0.75,0.0945
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,10,0.9,1,4,0.235294117647059,0.9435,1,0.0565
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,7,0.6,0.7,1,0.0588235294117647,0.645,0,0.645
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,8,0.7,0.8,8,0.470588235294118,0.751375,0.625,0.126375
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,9,0.8,0.9,4,0.235294117647059,0.8445,0.75,0.0945
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,10,0.9,1,4,0.235294117647059,0.9435,1,0.0565
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,7,0.6,0.7,1,0.0588235294117647,0.645,0,0.645
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,8,0.7,0.8,8,0.470588235294118,0.751375,0.625,0.126375
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,9,0.8,0.9,4,0.235294117647059,0.8445,0.75,0.0945
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,10,0.9,1,4,0.235294117647059,0.9435,1,0.0565
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,7,0.6,0.7,1,0.0588235294117647,0.645,0,0.645
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,8,0.7,0.8,8,0.470588235294118,0.751375,0.625,0.126375
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,9,0.8,0.9,4,0.235294117647059,0.8445,0.75,0.0945
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,10,0.9,1,4,0.235294117647059,0.9435,1,0.0565
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,7,0.6,0.7,1,0.0588235294117647,0.645,0,0.645
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,8,0.7,0.8,8,0.470588235294118,0.751375,0.625,0.126375
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,9,0.8,0.9,4,0.235294117647059,0.8445,0.75,0.0945
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,10,0.9,1,4,0.235294117647059,0.9435,1,0.0565
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,7,0.6,0.7,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,8,0.7,0.8,4,0.235294117647059,0.7515,1,0.2485
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,9,0.8,0.9,9,0.529411764705882,0.835555555555555,0.555555555555556,0.28
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,10,0.9,1,4,0.235294117647059,0.9435,1,0.0565
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,7,0.6,0.7,1,0.125,0.7,1,0.3
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,8,0.7,0.8,3,0.375,0.783333333333333,0.666666666666667,0.116666666666667
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,10,0.9,1,4,0.5,0.9675,1,0.0325
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,7,0.6,0.7,1,0.125,0.7,1,0.3
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,8,0.7,0.8,3,0.375,0.783333333333333,0.666666666666667,0.116666666666667
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,10,0.9,1,4,0.5,0.9675,1,0.0325
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,8,0.7,0.8,3,0.375,0.746,0.666666666666667,0.0793333333333334
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,9,0.8,0.9,4,0.5,0.869,1,0.131
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,8,0.7,0.8,3,0.375,0.746,0.666666666666667,0.0793333333333334
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,9,0.8,0.9,4,0.5,0.869,1,0.131
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,8,0.7,0.8,3,0.375,0.746,0.666666666666667,0.0793333333333334
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,9,0.8,0.9,4,0.5,0.869,1,0.131
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,8,0.7,0.8,3,0.375,0.746,0.666666666666667,0.0793333333333334
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,9,0.8,0.9,4,0.5,0.869,1,0.131
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,8,0.7,0.8,3,0.375,0.746,0.666666666666667,0.0793333333333334
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,9,0.8,0.9,4,0.5,0.869,1,0.131
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,7,0.6,0.7,1,0.125,0.677,1,0.323
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,8,0.7,0.8,2,0.25,0.76,0.5,0.26
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,9,0.8,0.9,3,0.375,0.870666666666667,1,0.129333333333333
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,10,0.9,1,2,0.25,0.908,1,0.092
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,7,0.6,0.7,5,0.3125,0.69,0.4,0.29
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,8,0.7,0.8,1,0.0625,0.75,1,0.25
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,9,0.8,0.9,1,0.0625,0.9,1,0.1
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,10,0.9,1,9,0.5625,0.965555555555556,1,0.0344444444444445
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,7,0.6,0.7,5,0.3125,0.69,0.4,0.29
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,8,0.7,0.8,1,0.0625,0.75,1,0.25
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,9,0.8,0.9,1,0.0625,0.9,1,0.1
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,10,0.9,1,9,0.5625,0.965555555555556,1,0.0344444444444445
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,7,0.6,0.7,1,0.0625,0.645,1,0.355
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,8,0.7,0.8,7,0.4375,0.77,0.571428571428571,0.198571428571429
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,9,0.8,0.9,7,0.4375,0.831285714285714,1,0.168714285714286
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,10,0.9,1,1,0.0625,0.955,1,0.045
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,7,0.6,0.7,1,0.0625,0.645,1,0.355
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,8,0.7,0.8,7,0.4375,0.77,0.571428571428571,0.198571428571429
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,9,0.8,0.9,7,0.4375,0.831285714285714,1,0.168714285714286
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,10,0.9,1,1,0.0625,0.955,1,0.045
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,7,0.6,0.7,1,0.0625,0.645,1,0.355
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,8,0.7,0.8,7,0.4375,0.77,0.571428571428571,0.198571428571429
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,9,0.8,0.9,7,0.4375,0.831285714285714,1,0.168714285714286
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,10,0.9,1,1,0.0625,0.955,1,0.045
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
